Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction,Medicine,Dosage_Info_Medicine,Duration_Medicine,Notes_Medicine,Diet_For_Recovery,Dosage_Info_Diet,Duration_Diet,Notes_Diet,Vaccination_Name,Age_To_Give,Type,Duration_Vaccine,Notes_Vaccine
Pig,Landrace,5,Male,120,Coughing,Nasal Discharge,Loss of Appetite,Lethargy,6 days,Yes,Yes,No,No,Yes,No,Yes,Yes,No,39.2°C,85,Actinobacillus Pleuropneumonia,Appropriate medication for Pig with Actinobacillus Pleuropneumonia,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,Species-appropriate diet for Pig with Actinobacillus Pleuropneumonia,As recommended by veterinarian,1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,Multi-component Swine Vaccine,"3-4 weeks, with booster",Core,Annual,Essential preventative care for pigs
Dog,Pit Bull,4,Female,35,Lethargy,Vomiting,Loss of Appetite,Coughing,3 days,Yes,Yes,No,Yes,No,Yes,No,No,No,39.0°C,125,Leptospirosis,Appropriate antibiotics and supportive medication for Leptospirosis,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,Easily digestible diet appropriate for condition,"Small, frequent meals",1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,DHPP Vaccine,"6-8 weeks, then every 3-4 weeks until 16 weeks",Core,"Annual booster, then every 3 years",Essential preventative care for all dogs
Cat,Persian,5,Male,5,Eye Discharge,Nasal Discharge,Sneezing,Lethargy,4 days,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,38.9°C,148,Feline Herpesvirus,"L-lysine, Famciclovir",500 mg twice daily,7-14 days,Supportive care for symptoms,"Highly palatable, aromatic food","Small, frequent meals",2-3 weeks,L-lysine supplements may be beneficial,FVRCP Vaccine,"8 weeks, then every 3-4 weeks until 16 weeks",Core,Annual booster,Protects against multiple viruses including herpesvirus
Horse,Mustang,12,Male,550,Lameness,Appetite Loss,Swollen Legs,Fever,5 days,No,Yes,Yes,No,Yes,No,Yes,No,Yes,39.6°C,80,Equine Laminitis,Appropriate medication for equine Equine Laminitis,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"Low-sugar, low-starch diet","Small, frequent meals",2-3 weeks,"No grain, limited pasture access",No vaccine available,As recommended by veterinarian,Consult veterinarian,As recommended by veterinarian,Management through diet and hoof care
Cow,Hereford,7,Female,580,Loss of Appetite,Fever,Coughing,Lethargy,6 days,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,39.5°C,80,Bovine Johne's Disease,Appropriate medication for bovine Bovine Johne's Disease,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,High-quality forage and appropriate supplements,Regular feeding schedule with adjustments as needed,1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,Clostridial/Respiratory Vaccine Complex,"2-4 months, with booster",Core,Annual,Essential preventative care for cattle
Rabbit,Holland Lop,3,Male,1.3,Nasal Discharge,Loss of Appetite,Lethargy,Fever,4 days,Yes,Yes,No,No,Yes,No,Yes,Yes,No,38.6°C,160,Rabbit Syphilis,Appropriate medication for rabbit Rabbit Syphilis,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"Fresh hay, leafy greens, and limited pellets",Regular feeding schedule with fresh water,1-2 weeks or as directed by veterinarian,Ensure adequate fiber intake and monitor for GI stasis,RHDV Vaccine,10-12 weeks,Core,Annual,Essential preventative care for rabbits
Sheep,Border Leicester,5,Male,90,Lethargy,Nasal Discharge,Swollen Joints,Loss of Appetite,5 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,39.7°C,74,Chlamydia in Sheep,Appropriate medication for ovine Chlamydia in Sheep,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,High-quality forage and appropriate mineral supplements,Regular feeding schedule with adjustments as needed,1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,Clostridial Vaccine,"2-3 months, with booster",Core,Annual,Essential preventative care for sheep
Goat,Nubian,6,Female,60,Vomiting,Fever,Loss of Appetite,Lethargy,5 days,Yes,No,Yes,Yes,No,Yes,No,No,No,39.3°C,82,Caprine Respiratory Disease,Appropriate medication for caprine Caprine Respiratory Disease,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality forage, vitamin supplements",Normal feeding schedule,1-2 weeks,Ensure adequate hydration,Pasteurella/Mannheimia Vaccine,"2-3 months, with booster 3-4 weeks later",Non-core,Annual,Recommended for goats in high-risk environments
Pig,Wessex Saddleback,3,Male,105,Vomiting,Fever,Loss of Appetite,Lethargy,5 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,39.0°C,84,Actinobacillus Suis,Appropriate medication for Pig with Actinobacillus Suis,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,Species-appropriate diet for Pig with Actinobacillus Suis,As recommended by veterinarian,1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,Multi-component Swine Vaccine,"3-4 weeks, with booster",Core,Annual,Essential preventative care for pigs
Dog,Cocker Spaniel,5,Female,20,Vomiting,Lethargy,Loss of Appetite,Fever,4 days,Yes,Yes,No,No,Yes,No,No,Yes,No,39.2°C,123,Canine Leptospirosis,Appropriate antibiotics and supportive medication for Canine Leptospirosis,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"Low-protein, easily digestible diet","Small, frequent meals",2-3 weeks,Ensure adequate hydration,Leptospirosis Vaccine,"8-9 weeks, with booster 2-4 weeks later",Non-core,Annual,Recommended for dogs in high-risk environments
Cat,Scottish Fold,4,Male,4.8,Coughing,Loss of Appetite,Fever,Lethargy,5 days,Yes,No,Yes,No,No,Yes,No,Yes,Yes,38.8°C,147,Feline Chlamydia,Appropriate antibiotics and supportive medication for Feline Chlamydia,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality, palatable diet appropriate for condition","Small, frequent meals",1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,FVRCP Vaccine,"8 weeks, then every 3-4 weeks until 16 weeks",Core,Annual booster,Essential preventative care for all cats
Horse,Arabian,6,Female,500,Lameness,Loss of Appetite,Swollen Legs,Coughing,6 days,No,Yes,Yes,Yes,No,No,Yes,Yes,No,39.4°C,79,Equine West Nile Virus,Appropriate medication for equine Equine West Nile Virus,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,High-quality hay and appropriate supplements,Regular feeding schedule with adjustments as needed,1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,"Core Equine Vaccines (Tetanus, EEE/WEE, Rabies)","4-6 months, with boosters",Core,Annual,Essential preventative care for all horses
Cow,Jersey,5,Female,500,Coughing,Nasal Discharge,Lethargy,Fever,5 days,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,39.5°C,81,Bovine Viral Diarrhea,"Antibiotics for secondary infections, Supportive care",As directed by veterinarian,5-10 days,Isolation of infected animals,"Electrolyte solution, high-quality forage","Small, frequent meals",1-2 weeks,Ensure adequate hydration,BVD Vaccine,"2-4 months, with booster 2-4 weeks later",Core,Annual,Essential for breeding cattle
Rabbit,English Angora,2,Male,1.5,Sneezing,Nasal Discharge,Loss of Appetite,Fever,3 days,Yes,No,No,Yes,Yes,No,Yes,No,No,38.9°C,153,Myxomatosis,Appropriate medication for rabbit Myxomatosis,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"Fresh hay, leafy greens, and limited pellets",Regular feeding schedule with fresh water,1-2 weeks or as directed by veterinarian,Ensure adequate fiber intake and monitor for GI stasis,RHDV Vaccine,10-12 weeks,Core,Annual,Essential preventative care for rabbits
Dog,German Shepherd,4,Female,45,Lethargy,Loss of Appetite,Coughing,Fever,5 days,Yes,No,Yes,Yes,No,Yes,Yes,No,No,39.4°C,120,Canine Parvovirus,Appropriate antibiotics and supportive medication for Canine Parvovirus,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"Highly digestible, bland diet with electrolytes","Small, frequent meals (4-6 times daily)",2-3 weeks,Gradually transition back to regular diet as symptoms improve,DHPP Vaccine,"6-8 weeks, then every 3-4 weeks until 16 weeks",Core,"Annual booster, then every 3 years","Essential for all puppies, protects against multiple diseases including parvovirus"
Cat,Maine Coon,3,Male,7.5,Lethargy,Vomiting,Loss of Appetite,Diarrhea,4 days,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,39.1°C,148,Feline Infectious Peritonitis,"GS-441524, Anti-inflammatories",4-10 mg/kg daily,84 days,Emerging treatment with promising results,"High-quality, nutrient-dense diet","Small, frequent meals",2-3 weeks,Appetite stimulants may be needed,FIP Vaccine,"16 weeks, with booster 3-4 weeks later",Non-core,Annual,"Limited efficacy, discuss with veterinarian"
Horse,Clydesdale,9,Male,850,Lameness,Coughing,Loss of Appetite,Fever,6 days,No,Yes,Yes,No,Yes,No,Yes,Yes,No,39.2°C,79,Equine Rhinopneumonitis,"NSAIDs, Antiviral medication",As directed by veterinarian,7-14 days,Rest and isolation from other horses,"High-quality hay, bran mash, electrolytes","Small, frequent meals",2-3 weeks,Ensure adequate hydration,EHV Vaccine,"4-6 months, with booster 4-6 weeks later",Core,Every 6 months,Protects against equine herpesvirus
Cow,Holstein,5,Female,620,Coughing,Fever,Loss of Appetite,Lethargy,7 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,39.3°C,82,Bovine Respiratory Syncytial Virus,Appropriate medication for bovine Bovine Respiratory Syncytial Virus,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality forage, vitamin supplements",Normal feeding schedule,1-2 weeks,Ensure adequate hydration,BRSV Vaccine,"2-4 months, with booster 2-4 weeks later",Core,Annual,Often included in respiratory disease complex vaccines
Rabbit,English Spot,2,Female,1.3,Sneezing,Nasal Discharge,Loss of Appetite,Fever,3 days,Yes,No,Yes,Yes,No,No,Yes,Yes,No,38.8°C,155,Rabbit Syphilis,Appropriate medication for rabbit Rabbit Syphilis,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"Fresh hay, leafy greens, and limited pellets",Regular feeding schedule with fresh water,1-2 weeks or as directed by veterinarian,Ensure adequate fiber intake and monitor for GI stasis,RHDV Vaccine,10-12 weeks,Core,Annual,Essential preventative care for rabbits
Sheep,Finnsheep,4,Male,70,Coughing,Lethargy,Loss of Appetite,Swollen Joints,5 days,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,39.0°C,75,Scrapie,Appropriate medication for ovine Scrapie,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality, easily digestible feed","Small, frequent meals",2-3 weeks,Vitamin and mineral supplements,No vaccine available,As recommended by veterinarian,Consult veterinarian,As recommended by veterinarian,Genetic selection and testing used for control
Goat,Saanen,5,Female,65,Vomiting,Fever,Diarrhea,Loss of Appetite,6 days,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,39.4°C,80,Caprine Pleuropneumonia,Appropriate medication for caprine Caprine Pleuropneumonia,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality forage, vitamin supplements",Normal feeding schedule,2-3 weeks,Ensure adequate hydration,CCPP Vaccine,3-6 months,Core,Annual,Essential in endemic areas
Pig,Tamworth,3,Male,100,Coughing,Lethargy,Nasal Discharge,Loss of Appetite,4 days,Yes,Yes,No,Yes,Yes,No,Yes,No,No,39.6°C,85,Porcine Epidemic Diarrhea,Appropriate medication for Pig with Porcine Epidemic Diarrhea,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,Species-appropriate diet for Pig with Porcine Epidemic Diarrhea,As recommended by veterinarian,1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,Multi-component Swine Vaccine,"3-4 weeks, with booster",Core,Annual,Essential preventative care for pigs
Dog,Poodle,6,Male,25,Lethargy,Loss of Appetite,Coughing,Fever,5 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.3°C,110,Canine Distemper,"Antibiotics, Anticonvulsants, Supportive care",As directed by veterinarian,2-4 weeks,Treat secondary infections and symptoms,"High-calorie, easily digestible diet","Small, frequent meals",2-3 weeks,May need assisted feeding if appetite is poor,DHPP Vaccine,"6-8 weeks, then every 3-4 weeks until 16 weeks",Core,"Annual booster, then every 3 years","Essential for all puppies, protects against multiple diseases including distemper"
Cat,Russian Blue,3,Female,4.8,Nasal Discharge,Coughing,Loss of Appetite,Lethargy,4 days,Yes,No,Yes,No,Yes,No,Yes,Yes,No,38.9°C,145,Feline Leukemia Virus,Appropriate antibiotics and supportive medication for Feline Leukemia Virus,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality, palatable diet appropriate for condition","Small, frequent meals",1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,FVRCP Vaccine,"8 weeks, then every 3-4 weeks until 16 weeks",Core,Annual booster,Essential preventative care for all cats
Horse,Shetland Pony,8,Female,300,Lameness,Loss of Appetite,Swollen Legs,Fever,5 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,39.5°C,76,Equine Herpesvirus,Appropriate medication for equine Equine Herpesvirus,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality hay, bran mash, electrolytes","Small, frequent meals",2-3 weeks,Ensure adequate hydration,EHV Vaccine,"4-6 months, with booster 4-6 weeks later",Core,Every 6 months,Protects against equine herpesvirus
Cow,Guernsey,7,Male,590,Coughing,Lethargy,Loss of Appetite,Swollen Legs,6 days,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,39.1°C,78,Bovine Tuberculosis,Appropriate medication for bovine Bovine Tuberculosis,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality, nutrient-dense feed",Normal feeding schedule,2-3 weeks,Vitamin and mineral supplements,BCG Vaccine,Calves,Non-core,Variable,"Limited use, testing and culling more common"
Rabbit,Mini Rex,1,Female,1.1,Sneezing,Loss of Appetite,Fever,Nasal Discharge,2 days,Yes,Yes,No,Yes,No,No,Yes,No,No,38.7°C,160,Myxomatosis,Appropriate medication for rabbit Myxomatosis,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"Fresh hay, leafy greens, and limited pellets",Regular feeding schedule with fresh water,1-2 weeks or as directed by veterinarian,Ensure adequate fiber intake and monitor for GI stasis,RHDV Vaccine,10-12 weeks,Core,Annual,Essential preventative care for rabbits
Sheep,Leicester Longwool,6,Male,95,Swollen Joints,Loss of Appetite,Coughing,Lethargy,5 days,Yes,No,Yes,No,Yes,No,No,Yes,No,39.4°C,74,Chlamydia in Sheep,Appropriate medication for ovine Chlamydia in Sheep,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,High-quality forage and appropriate mineral supplements,Regular feeding schedule with adjustments as needed,1-2 weeks or as directed by veterinarian,Ensure adequate hydration and monitor appetite,Clostridial Vaccine,"2-3 months, with booster",Core,Annual,Essential preventative care for sheep
Goat,Nigerian Dwarf,2,Female,55,Vomiting,Fever,Loss of Appetite,Lethargy,4 days,Yes,Yes,No,Yes,No,No,Yes,No,Yes,39.2°C,82,Caprine Arthritis Encephalitis,Appropriate medication for caprine Caprine Arthritis Encephalitis,As directed by veterinarian,7-14 days depending on severity,Monitor for improvement and side effects,"High-quality, nutrient-dense feed",Normal feeding schedule,Long-term management,Joint supplements may be beneficial,No effective vaccine,As recommended by veterinarian,Consult veterinarian,As recommended by veterinarian,Prevention through testing and management
